index,name,default
1536,MIDI CC 4|113,0.0
1537,MIDI CC 4|114,0.0
1538,MIDI CC 4|115,0.0
1539,MIDI CC 4|116,0.0
1540,MIDI CC 4|117,0.0
1541,MIDI CC 4|118,0.0
1542,MIDI CC 4|119,0.0
1543,MIDI CC 4|120,0.0
1544,MIDI CC 4|121,0.0
1545,MIDI CC 4|122,0.0
1546,MIDI CC 4|123,0.0
1547,MIDI CC 4|124,0.0
1548,MIDI CC 4|125,0.0
1549,MIDI CC 4|126,0.0
1550,MIDI CC 4|127,0.0
1551,MIDI CC 4|128,0.0
1552,MIDI CC 4|129,0.0
1553,MIDI CC 5|0,0.0
1554,MIDI CC 5|1,0.0
1555,MIDI CC 5|2,0.0
1556,MIDI CC 5|3,0.0
1557,MIDI CC 5|4,0.0
1558,MIDI CC 5|5,0.0
1559,MIDI CC 5|6,0.0
1560,MIDI CC 5|7,0.0
1561,MIDI CC 5|8,0.0
1562,MIDI CC 5|9,0.0
1563,MIDI CC 5|10,0.0
1564,MIDI CC 5|11,0.0
1565,MIDI CC 5|12,0.0
1566,MIDI CC 5|13,0.0
1567,MIDI CC 5|14,0.0
1568,MIDI CC 5|15,0.0
1569,MIDI CC 5|16,0.0
1570,MIDI CC 5|17,0.0
1571,MIDI CC 5|18,0.0
1572,MIDI CC 5|19,0.0
1573,MIDI CC 5|20,0.0
1574,MIDI CC 5|21,0.0
1575,MIDI CC 5|22,0.0
1576,MIDI CC 5|23,0.0
1577,MIDI CC 5|24,0.0
1578,MIDI CC 5|25,0.0
1579,MIDI CC 5|26,0.0
1580,MIDI CC 5|27,0.0
1581,MIDI CC 5|28,0.0
1582,MIDI CC 5|29,0.0
1583,MIDI CC 5|30,0.0
1584,MIDI CC 5|31,0.0
1585,MIDI CC 5|32,0.0
1586,MIDI CC 5|33,0.0
1587,MIDI CC 5|34,0.0
1588,MIDI CC 5|35,0.0
1589,MIDI CC 5|36,0.0
1590,MIDI CC 5|37,0.0
1591,MIDI CC 5|38,0.0
1592,MIDI CC 5|39,0.0
1593,MIDI CC 5|40,0.0
1594,MIDI CC 5|41,0.0
1595,MIDI CC 5|42,0.0
1596,MIDI CC 5|43,0.0
1597,MIDI CC 5|44,0.0
1598,MIDI CC 5|45,0.0
1599,MIDI CC 5|46,0.0
1600,MIDI CC 5|47,0.0
1601,MIDI CC 5|48,0.0
1602,MIDI CC 5|49,0.0
1603,MIDI CC 5|50,0.0
1604,MIDI CC 5|51,0.0
1605,MIDI CC 5|52,0.0
1606,MIDI CC 5|53,0.0
1607,MIDI CC 5|54,0.0
1608,MIDI CC 5|55,0.0
1609,MIDI CC 5|56,0.0
1610,MIDI CC 5|57,0.0
1611,MIDI CC 5|58,0.0
1612,MIDI CC 5|59,0.0
1613,MIDI CC 5|60,0.0
1614,MIDI CC 5|61,0.0
1615,MIDI CC 5|62,0.0
1616,MIDI CC 5|63,0.0
1617,MIDI CC 5|64,0.0
1618,MIDI CC 5|65,0.0
1619,MIDI CC 5|66,0.0
1620,MIDI CC 5|67,0.0
1621,MIDI CC 5|68,0.0
1622,MIDI CC 5|69,0.0
1623,MIDI CC 5|70,0.0
1624,MIDI CC 5|71,0.0
1625,MIDI CC 5|72,0.0
1626,MIDI CC 5|73,0.0
1627,MIDI CC 5|74,0.0
1628,MIDI CC 5|75,0.0
1629,MIDI CC 5|76,0.0
1630,MIDI CC 5|77,0.0
1631,MIDI CC 5|78,0.0
1632,MIDI CC 5|79,0.0
1633,MIDI CC 5|80,0.0
1634,MIDI CC 5|81,0.0
1635,MIDI CC 5|82,0.0
1636,MIDI CC 5|83,0.0
1637,MIDI CC 5|84,0.0
1638,MIDI CC 5|85,0.0
1639,MIDI CC 5|86,0.0
1640,MIDI CC 5|87,0.0
1641,MIDI CC 5|88,0.0
1642,MIDI CC 5|89,0.0
1643,MIDI CC 5|90,0.0
1644,MIDI CC 5|91,0.0
1645,MIDI CC 5|92,0.0
1646,MIDI CC 5|93,0.0
1647,MIDI CC 5|94,0.0
1648,MIDI CC 5|95,0.0
1649,MIDI CC 5|96,0.0
1650,MIDI CC 5|97,0.0
1651,MIDI CC 5|98,0.0
1652,MIDI CC 5|99,0.0
1653,MIDI CC 5|100,0.0
1654,MIDI CC 5|101,0.0
1655,MIDI CC 5|102,0.0
1656,MIDI CC 5|103,0.0
1657,MIDI CC 5|104,0.0
1658,MIDI CC 5|105,0.0
1659,MIDI CC 5|106,0.0
1660,MIDI CC 5|107,0.0
1661,MIDI CC 5|108,0.0
1662,MIDI CC 5|109,0.0
1663,MIDI CC 5|110,0.0
1664,MIDI CC 5|111,0.0
1665,MIDI CC 5|112,0.0
1666,MIDI CC 5|113,0.0
1667,MIDI CC 5|114,0.0
1668,MIDI CC 5|115,0.0
1669,MIDI CC 5|116,0.0
1670,MIDI CC 5|117,0.0
1671,MIDI CC 5|118,0.0
1672,MIDI CC 5|119,0.0
1673,MIDI CC 5|120,0.0
1674,MIDI CC 5|121,0.0
1675,MIDI CC 5|122,0.0
1676,MIDI CC 5|123,0.0
1677,MIDI CC 5|124,0.0
1678,MIDI CC 5|125,0.0
1679,MIDI CC 5|126,0.0
1680,MIDI CC 5|127,0.0
1681,MIDI CC 5|128,0.0
1682,MIDI CC 5|129,0.0
1683,MIDI CC 6|0,0.0
1684,MIDI CC 6|1,0.0
1685,MIDI CC 6|2,0.0
1686,MIDI CC 6|3,0.0
1687,MIDI CC 6|4,0.0
1688,MIDI CC 6|5,0.0
1689,MIDI CC 6|6,0.0
1690,MIDI CC 6|7,0.0
1691,MIDI CC 6|8,0.0
1692,MIDI CC 6|9,0.0
1693,MIDI CC 6|10,0.0
1694,MIDI CC 6|11,0.0
1695,MIDI CC 6|12,0.0
1696,MIDI CC 6|13,0.0
1697,MIDI CC 6|14,0.0
1698,MIDI CC 6|15,0.0
1699,MIDI CC 6|16,0.0
1700,MIDI CC 6|17,0.0
1701,MIDI CC 6|18,0.0
1702,MIDI CC 6|19,0.0
1703,MIDI CC 6|20,0.0
1704,MIDI CC 6|21,0.0
1705,MIDI CC 6|22,0.0
1706,MIDI CC 6|23,0.0
1707,MIDI CC 6|24,0.0
1708,MIDI CC 6|25,0.0
1709,MIDI CC 6|26,0.0
1710,MIDI CC 6|27,0.0
1711,MIDI CC 6|28,0.0
1712,MIDI CC 6|29,0.0
1713,MIDI CC 6|30,0.0
1714,MIDI CC 6|31,0.0
1715,MIDI CC 6|32,0.0
1716,MIDI CC 6|33,0.0
1717,MIDI CC 6|34,0.0
1718,MIDI CC 6|35,0.0
1719,MIDI CC 6|36,0.0
1720,MIDI CC 6|37,0.0
1721,MIDI CC 6|38,0.0
1722,MIDI CC 6|39,0.0
1723,MIDI CC 6|40,0.0
1724,MIDI CC 6|41,0.0
1725,MIDI CC 6|42,0.0
1726,MIDI CC 6|43,0.0
1727,MIDI CC 6|44,0.0
1728,MIDI CC 6|45,0.0
1729,MIDI CC 6|46,0.0
1730,MIDI CC 6|47,0.0
1731,MIDI CC 6|48,0.0
1732,MIDI CC 6|49,0.0
1733,MIDI CC 6|50,0.0
1734,MIDI CC 6|51,0.0
1735,MIDI CC 6|52,0.0
1736,MIDI CC 6|53,0.0
1737,MIDI CC 6|54,0.0
1738,MIDI CC 6|55,0.0
1739,MIDI CC 6|56,0.0
1740,MIDI CC 6|57,0.0
1741,MIDI CC 6|58,0.0
1742,MIDI CC 6|59,0.0
1743,MIDI CC 6|60,0.0
1744,MIDI CC 6|61,0.0
1745,MIDI CC 6|62,0.0
1746,MIDI CC 6|63,0.0
1747,MIDI CC 6|64,0.0
1748,MIDI CC 6|65,0.0
1749,MIDI CC 6|66,0.0
1750,MIDI CC 6|67,0.0
1751,MIDI CC 6|68,0.0
1752,MIDI CC 6|69,0.0
1753,MIDI CC 6|70,0.0
1754,MIDI CC 6|71,0.0
1755,MIDI CC 6|72,0.0
1756,MIDI CC 6|73,0.0
1757,MIDI CC 6|74,0.0
1758,MIDI CC 6|75,0.0
1759,MIDI CC 6|76,0.0
1760,MIDI CC 6|77,0.0
1761,MIDI CC 6|78,0.0
1762,MIDI CC 6|79,0.0
1763,MIDI CC 6|80,0.0
1764,MIDI CC 6|81,0.0
1765,MIDI CC 6|82,0.0
1766,MIDI CC 6|83,0.0
1767,MIDI CC 6|84,0.0
1768,MIDI CC 6|85,0.0
1769,MIDI CC 6|86,0.0
1770,MIDI CC 6|87,0.0
1771,MIDI CC 6|88,0.0
1772,MIDI CC 6|89,0.0
1773,MIDI CC 6|90,0.0
1774,MIDI CC 6|91,0.0
1775,MIDI CC 6|92,0.0
1776,MIDI CC 6|93,0.0
1777,MIDI CC 6|94,0.0
1778,MIDI CC 6|95,0.0
1779,MIDI CC 6|96,0.0
1780,MIDI CC 6|97,0.0
1781,MIDI CC 6|98,0.0
1782,MIDI CC 6|99,0.0
1783,MIDI CC 6|100,0.0
1784,MIDI CC 6|101,0.0
1785,MIDI CC 6|102,0.0
1786,MIDI CC 6|103,0.0
1787,MIDI CC 6|104,0.0
1788,MIDI CC 6|105,0.0
1789,MIDI CC 6|106,0.0
1790,MIDI CC 6|107,0.0
1791,MIDI CC 6|108,0.0
1792,MIDI CC 6|109,0.0
1793,MIDI CC 6|110,0.0
1794,MIDI CC 6|111,0.0
1795,MIDI CC 6|112,0.0
1796,MIDI CC 6|113,0.0
1797,MIDI CC 6|114,0.0
1798,MIDI CC 6|115,0.0
1799,MIDI CC 6|116,0.0
1800,MIDI CC 6|117,0.0
1801,MIDI CC 6|118,0.0
1802,MIDI CC 6|119,0.0
1803,MIDI CC 6|120,0.0
1804,MIDI CC 6|121,0.0
1805,MIDI CC 6|122,0.0
1806,MIDI CC 6|123,0.0
1807,MIDI CC 6|124,0.0
1808,MIDI CC 6|125,0.0
1809,MIDI CC 6|126,0.0
1810,MIDI CC 6|127,0.0
1811,MIDI CC 6|128,0.0
1812,MIDI CC 6|129,0.0
1813,MIDI CC 7|0,0.0
1814,MIDI CC 7|1,0.0
1815,MIDI CC 7|2,0.0
1816,MIDI CC 7|3,0.0
1817,MIDI CC 7|4,0.0
1818,MIDI CC 7|5,0.0
1819,MIDI CC 7|6,0.0
1820,MIDI CC 7|7,0.0
1821,MIDI CC 7|8,0.0
1822,MIDI CC 7|9,0.0
1823,MIDI CC 7|10,0.0
1824,MIDI CC 7|11,0.0
1825,MIDI CC 7|12,0.0
1826,MIDI CC 7|13,0.0
1827,MIDI CC 7|14,0.0
1828,MIDI CC 7|15,0.0
1829,MIDI CC 7|16,0.0
1830,MIDI CC 7|17,0.0
1831,MIDI CC 7|18,0.0
1832,MIDI CC 7|19,0.0
1833,MIDI CC 7|20,0.0
1834,MIDI CC 7|21,0.0
1835,MIDI CC 7|22,0.0
1836,MIDI CC 7|23,0.0
1837,MIDI CC 7|24,0.0
1838,MIDI CC 7|25,0.0
1839,MIDI CC 7|26,0.0
1840,MIDI CC 7|27,0.0
1841,MIDI CC 7|28,0.0
1842,MIDI CC 7|29,0.0
1843,MIDI CC 7|30,0.0
1844,MIDI CC 7|31,0.0
1845,MIDI CC 7|32,0.0
1846,MIDI CC 7|33,0.0
1847,MIDI CC 7|34,0.0
1848,MIDI CC 7|35,0.0
1849,MIDI CC 7|36,0.0
1850,MIDI CC 7|37,0.0
1851,MIDI CC 7|38,0.0
1852,MIDI CC 7|39,0.0
1853,MIDI CC 7|40,0.0
1854,MIDI CC 7|41,0.0
1855,MIDI CC 7|42,0.0
1856,MIDI CC 7|43,0.0
1857,MIDI CC 7|44,0.0
1858,MIDI CC 7|45,0.0
1859,MIDI CC 7|46,0.0
1860,MIDI CC 7|47,0.0
1861,MIDI CC 7|48,0.0
1862,MIDI CC 7|49,0.0
1863,MIDI CC 7|50,0.0
1864,MIDI CC 7|51,0.0
1865,MIDI CC 7|52,0.0
1866,MIDI CC 7|53,0.0
1867,MIDI CC 7|54,0.0
1868,MIDI CC 7|55,0.0
1869,MIDI CC 7|56,0.0
1870,MIDI CC 7|57,0.0
1871,MIDI CC 7|58,0.0
1872,MIDI CC 7|59,0.0
1873,MIDI CC 7|60,0.0
1874,MIDI CC 7|61,0.0
1875,MIDI CC 7|62,0.0
1876,MIDI CC 7|63,0.0
1877,MIDI CC 7|64,0.0
1878,MIDI CC 7|65,0.0
1879,MIDI CC 7|66,0.0
1880,MIDI CC 7|67,0.0
1881,MIDI CC 7|68,0.0
1882,MIDI CC 7|69,0.0
1883,MIDI CC 7|70,0.0
1884,MIDI CC 7|71,0.0
1885,MIDI CC 7|72,0.0
1886,MIDI CC 7|73,0.0
1887,MIDI CC 7|74,0.0
1888,MIDI CC 7|75,0.0
1889,MIDI CC 7|76,0.0
1890,MIDI CC 7|77,0.0
1891,MIDI CC 7|78,0.0
1892,MIDI CC 7|79,0.0
1893,MIDI CC 7|80,0.0
1894,MIDI CC 7|81,0.0
1895,MIDI CC 7|82,0.0
1896,MIDI CC 7|83,0.0
1897,MIDI CC 7|84,0.0
1898,MIDI CC 7|85,0.0
1899,MIDI CC 7|86,0.0
1900,MIDI CC 7|87,0.0
1901,MIDI CC 7|88,0.0
1902,MIDI CC 7|89,0.0
1903,MIDI CC 7|90,0.0
1904,MIDI CC 7|91,0.0
1905,MIDI CC 7|92,0.0
1906,MIDI CC 7|93,0.0
1907,MIDI CC 7|94,0.0
1908,MIDI CC 7|95,0.0
1909,MIDI CC 7|96,0.0
1910,MIDI CC 7|97,0.0
1911,MIDI CC 7|98,0.0
1912,MIDI CC 7|99,0.0
1913,MIDI CC 7|100,0.0
1914,MIDI CC 7|101,0.0
1915,MIDI CC 7|102,0.0
1916,MIDI CC 7|103,0.0
1917,MIDI CC 7|104,0.0
1918,MIDI CC 7|105,0.0
1919,MIDI CC 7|106,0.0
1920,MIDI CC 7|107,0.0
1921,MIDI CC 7|108,0.0
1922,MIDI CC 7|109,0.0
1923,MIDI CC 7|110,0.0
1924,MIDI CC 7|111,0.0
1925,MIDI CC 7|112,0.0
1926,MIDI CC 7|113,0.0
1927,MIDI CC 7|114,0.0
1928,MIDI CC 7|115,0.0
1929,MIDI CC 7|116,0.0
1930,MIDI CC 7|117,0.0
1931,MIDI CC 7|118,0.0
1932,MIDI CC 7|119,0.0
1933,MIDI CC 7|120,0.0
1934,MIDI CC 7|121,0.0
1935,MIDI CC 7|122,0.0
1936,MIDI CC 7|123,0.0
1937,MIDI CC 7|124,0.0
1938,MIDI CC 7|125,0.0
1939,MIDI CC 7|126,0.0
1940,MIDI CC 7|127,0.0
1941,MIDI CC 7|128,0.0
1942,MIDI CC 7|129,0.0
1943,MIDI CC 8|0,0.0
1944,MIDI CC 8|1,0.0
1945,MIDI CC 8|2,0.0
1946,MIDI CC 8|3,0.0
1947,MIDI CC 8|4,0.0
1948,MIDI CC 8|5,0.0
1949,MIDI CC 8|6,0.0
1950,MIDI CC 8|7,0.0
1951,MIDI CC 8|8,0.0
1952,MIDI CC 8|9,0.0
1953,MIDI CC 8|10,0.0
1954,MIDI CC 8|11,0.0
1955,MIDI CC 8|12,0.0
1956,MIDI CC 8|13,0.0
1957,MIDI CC 8|14,0.0
1958,MIDI CC 8|15,0.0
1959,MIDI CC 8|16,0.0
1960,MIDI CC 8|17,0.0
1961,MIDI CC 8|18,0.0
1962,MIDI CC 8|19,0.0
1963,MIDI CC 8|20,0.0
1964,MIDI CC 8|21,0.0
1965,MIDI CC 8|22,0.0
1966,MIDI CC 8|23,0.0
1967,MIDI CC 8|24,0.0
1968,MIDI CC 8|25,0.0
1969,MIDI CC 8|26,0.0
1970,MIDI CC 8|27,0.0
1971,MIDI CC 8|28,0.0
1972,MIDI CC 8|29,0.0
1973,MIDI CC 8|30,0.0
1974,MIDI CC 8|31,0.0
1975,MIDI CC 8|32,0.0
1976,MIDI CC 8|33,0.0
1977,MIDI CC 8|34,0.0
1978,MIDI CC 8|35,0.0
1979,MIDI CC 8|36,0.0
1980,MIDI CC 8|37,0.0
1981,MIDI CC 8|38,0.0
1982,MIDI CC 8|39,0.0
1983,MIDI CC 8|40,0.0
1984,MIDI CC 8|41,0.0
1985,MIDI CC 8|42,0.0
1986,MIDI CC 8|43,0.0
1987,MIDI CC 8|44,0.0
1988,MIDI CC 8|45,0.0
1989,MIDI CC 8|46,0.0
1990,MIDI CC 8|47,0.0
1991,MIDI CC 8|48,0.0
1992,MIDI CC 8|49,0.0
1993,MIDI CC 8|50,0.0
1994,MIDI CC 8|51,0.0
1995,MIDI CC 8|52,0.0
1996,MIDI CC 8|53,0.0
1997,MIDI CC 8|54,0.0
1998,MIDI CC 8|55,0.0
1999,MIDI CC 8|56,0.0
2000,MIDI CC 8|57,0.0
2001,MIDI CC 8|58,0.0
2002,MIDI CC 8|59,0.0
2003,MIDI CC 8|60,0.0
2004,MIDI CC 8|61,0.0
2005,MIDI CC 8|62,0.0
2006,MIDI CC 8|63,0.0
2007,MIDI CC 8|64,0.0
2008,MIDI CC 8|65,0.0
2009,MIDI CC 8|66,0.0
2010,MIDI CC 8|67,0.0
2011,MIDI CC 8|68,0.0
2012,MIDI CC 8|69,0.0
2013,MIDI CC 8|70,0.0
2014,MIDI CC 8|71,0.0
2015,MIDI CC 8|72,0.0
2016,MIDI CC 8|73,0.0
2017,MIDI CC 8|74,0.0
2018,MIDI CC 8|75,0.0
2019,MIDI CC 8|76,0.0
2020,MIDI CC 8|77,0.0
2021,MIDI CC 8|78,0.0
2022,MIDI CC 8|79,0.0
2023,MIDI CC 8|80,0.0
2024,MIDI CC 8|81,0.0
2025,MIDI CC 8|82,0.0
2026,MIDI CC 8|83,0.0
2027,MIDI CC 8|84,0.0
2028,MIDI CC 8|85,0.0
2029,MIDI CC 8|86,0.0
2030,MIDI CC 8|87,0.0
2031,MIDI CC 8|88,0.0
2032,MIDI CC 8|89,0.0
2033,MIDI CC 8|90,0.0
2034,MIDI CC 8|91,0.0
2035,MIDI CC 8|92,0.0
2036,MIDI CC 8|93,0.0
2037,MIDI CC 8|94,0.0
2038,MIDI CC 8|95,0.0
2039,MIDI CC 8|96,0.0
2040,MIDI CC 8|97,0.0
2041,MIDI CC 8|98,0.0
2042,MIDI CC 8|99,0.0
2043,MIDI CC 8|100,0.0
2044,MIDI CC 8|101,0.0
2045,MIDI CC 8|102,0.0
2046,MIDI CC 8|103,0.0
2047,MIDI CC 8|104,0.0
2048,MIDI CC 8|105,0.0
2049,MIDI CC 8|106,0.0
2050,MIDI CC 8|107,0.0
2051,MIDI CC 8|108,0.0
2052,MIDI CC 8|109,0.0
2053,MIDI CC 8|110,0.0
2054,MIDI CC 8|111,0.0
2055,MIDI CC 8|112,0.0
2056,MIDI CC 8|113,0.0
2057,MIDI CC 8|114,0.0
2058,MIDI CC 8|115,0.0
2059,MIDI CC 8|116,0.0
2060,MIDI CC 8|117,0.0
2061,MIDI CC 8|118,0.0
2062,MIDI CC 8|119,0.0
2063,MIDI CC 8|120,0.0
2064,MIDI CC 8|121,0.0
2065,MIDI CC 8|122,0.0
2066,MIDI CC 8|123,0.0
2067,MIDI CC 8|124,0.0
2068,MIDI CC 8|125,0.0
2069,MIDI CC 8|126,0.0
2070,MIDI CC 8|127,0.0
2071,MIDI CC 8|128,0.0
2072,MIDI CC 8|129,0.0
2073,MIDI CC 9|0,0.0
2074,MIDI CC 9|1,0.0
2075,MIDI CC 9|2,0.0
2076,MIDI CC 9|3,0.0
2077,MIDI CC 9|4,0.0
2078,MIDI CC 9|5,0.0
2079,MIDI CC 9|6,0.0
2080,MIDI CC 9|7,0.0
2081,MIDI CC 9|8,0.0
2082,MIDI CC 9|9,0.0
2083,MIDI CC 9|10,0.0
2084,MIDI CC 9|11,0.0
2085,MIDI CC 9|12,0.0
2086,MIDI CC 9|13,0.0
2087,MIDI CC 9|14,0.0
2088,MIDI CC 9|15,0.0
2089,MIDI CC 9|16,0.0
2090,MIDI CC 9|17,0.0
2091,MIDI CC 9|18,0.0
2092,MIDI CC 9|19,0.0
2093,MIDI CC 9|20,0.0
2094,MIDI CC 9|21,0.0
2095,MIDI CC 9|22,0.0
2096,MIDI CC 9|23,0.0
2097,MIDI CC 9|24,0.0
2098,MIDI CC 9|25,0.0
2099,MIDI CC 9|26,0.0
2100,MIDI CC 9|27,0.0
2101,MIDI CC 9|28,0.0
2102,MIDI CC 9|29,0.0
2103,MIDI CC 9|30,0.0
2104,MIDI CC 9|31,0.0
2105,MIDI CC 9|32,0.0
2106,MIDI CC 9|33,0.0
2107,MIDI CC 9|34,0.0
2108,MIDI CC 9|35,0.0
2109,MIDI CC 9|36,0.0
2110,MIDI CC 9|37,0.0
2111,MIDI CC 9|38,0.0
2112,MIDI CC 9|39,0.0
2113,MIDI CC 9|40,0.0
2114,MIDI CC 9|41,0.0
2115,MIDI CC 9|42,0.0
2116,MIDI CC 9|43,0.0
2117,MIDI CC 9|44,0.0
2118,MIDI CC 9|45,0.0
2119,MIDI CC 9|46,0.0
2120,MIDI CC 9|47,0.0
2121,MIDI CC 9|48,0.0
2122,MIDI CC 9|49,0.0
2123,MIDI CC 9|50,0.0
2124,MIDI CC 9|51,0.0
2125,MIDI CC 9|52,0.0
2126,MIDI CC 9|53,0.0
2127,MIDI CC 9|54,0.0
2128,MIDI CC 9|55,0.0
2129,MIDI CC 9|56,0.0
2130,MIDI CC 9|57,0.0
2131,MIDI CC 9|58,0.0
2132,MIDI CC 9|59,0.0
2133,MIDI CC 9|60,0.0
2134,MIDI CC 9|61,0.0
2135,MIDI CC 9|62,0.0
2136,MIDI CC 9|63,0.0
2137,MIDI CC 9|64,0.0
2138,MIDI CC 9|65,0.0
2139,MIDI CC 9|66,0.0
2140,MIDI CC 9|67,0.0
2141,MIDI CC 9|68,0.0
2142,MIDI CC 9|69,0.0
2143,MIDI CC 9|70,0.0
2144,MIDI CC 9|71,0.0
2145,MIDI CC 9|72,0.0
2146,MIDI CC 9|73,0.0
2147,MIDI CC 9|74,0.0
2148,MIDI CC 9|75,0.0
2149,MIDI CC 9|76,0.0
2150,MIDI CC 9|77,0.0
2151,MIDI CC 9|78,0.0
2152,MIDI CC 9|79,0.0
2153,MIDI CC 9|80,0.0
2154,MIDI CC 9|81,0.0
2155,MIDI CC 9|82,0.0
2156,MIDI CC 9|83,0.0
2157,MIDI CC 9|84,0.0
2158,MIDI CC 9|85,0.0
2159,MIDI CC 9|86,0.0
2160,MIDI CC 9|87,0.0
2161,MIDI CC 9|88,0.0
2162,MIDI CC 9|89,0.0
2163,MIDI CC 9|90,0.0
2164,MIDI CC 9|91,0.0
2165,MIDI CC 9|92,0.0
2166,MIDI CC 9|93,0.0
2167,MIDI CC 9|94,0.0
2168,MIDI CC 9|95,0.0
2169,MIDI CC 9|96,0.0
2170,MIDI CC 9|97,0.0
2171,MIDI CC 9|98,0.0
2172,MIDI CC 9|99,0.0
2173,MIDI CC 9|100,0.0
2174,MIDI CC 9|101,0.0
2175,MIDI CC 9|102,0.0
2176,MIDI CC 9|103,0.0
2177,MIDI CC 9|104,0.0
2178,MIDI CC 9|105,0.0
2179,MIDI CC 9|106,0.0
2180,MIDI CC 9|107,0.0
2181,MIDI CC 9|108,0.0
2182,MIDI CC 9|109,0.0
2183,MIDI CC 9|110,0.0
2184,MIDI CC 9|111,0.0
2185,MIDI CC 9|112,0.0
2186,MIDI CC 9|113,0.0
2187,MIDI CC 9|114,0.0
2188,MIDI CC 9|115,0.0
2189,MIDI CC 9|116,0.0
2190,MIDI CC 9|117,0.0
2191,MIDI CC 9|118,0.0
2192,MIDI CC 9|119,0.0
2193,MIDI CC 9|120,0.0
2194,MIDI CC 9|121,0.0
2195,MIDI CC 9|122,0.0
2196,MIDI CC 9|123,0.0
2197,MIDI CC 9|124,0.0
2198,MIDI CC 9|125,0.0
2199,MIDI CC 9|126,0.0
2200,MIDI CC 9|127,0.0
2201,MIDI CC 9|128,0.0
2202,MIDI CC 9|129,0.0
2203,MIDI CC 10|0,0.0
2204,MIDI CC 10|1,0.0
2205,MIDI CC 10|2,0.0
2206,MIDI CC 10|3,0.0
2207,MIDI CC 10|4,0.0
2208,MIDI CC 10|5,0.0
2209,MIDI CC 10|6,0.0
2210,MIDI CC 10|7,0.0
2211,MIDI CC 10|8,0.0
2212,MIDI CC 10|9,0.0
2213,MIDI CC 10|10,0.0
2214,MIDI CC 10|11,0.0
2215,MIDI CC 10|12,0.0
2216,MIDI CC 10|13,0.0
2217,MIDI CC 10|14,0.0
2218,MIDI CC 10|15,0.0
2219,MIDI CC 10|16,0.0
2220,MIDI CC 10|17,0.0
2221,MIDI CC 10|18,0.0
2222,MIDI CC 10|19,0.0
2223,MIDI CC 10|20,0.0
2224,MIDI CC 10|21,0.0
2225,MIDI CC 10|22,0.0
2226,MIDI CC 10|23,0.0
2227,MIDI CC 10|24,0.0
2228,MIDI CC 10|25,0.0
2229,MIDI CC 10|26,0.0
2230,MIDI CC 10|27,0.0
2231,MIDI CC 10|28,0.0
2232,MIDI CC 10|29,0.0
2233,MIDI CC 10|30,0.0
2234,MIDI CC 10|31,0.0
2235,MIDI CC 10|32,0.0
2236,MIDI CC 10|33,0.0
2237,MIDI CC 10|34,0.0
2238,MIDI CC 10|35,0.0
2239,MIDI CC 10|36,0.0
2240,MIDI CC 10|37,0.0
2241,MIDI CC 10|38,0.0
2242,MIDI CC 10|39,0.0
2243,MIDI CC 10|40,0.0
2244,MIDI CC 10|41,0.0
2245,MIDI CC 10|42,0.0
2246,MIDI CC 10|43,0.0
2247,MIDI CC 10|44,0.0
2248,MIDI CC 10|45,0.0
2249,MIDI CC 10|46,0.0
2250,MIDI CC 10|47,0.0
2251,MIDI CC 10|48,0.0
2252,MIDI CC 10|49,0.0
2253,MIDI CC 10|50,0.0
2254,MIDI CC 10|51,0.0
2255,MIDI CC 10|52,0.0
2256,MIDI CC 10|53,0.0
2257,MIDI CC 10|54,0.0
2258,MIDI CC 10|55,0.0
2259,MIDI CC 10|56,0.0
2260,MIDI CC 10|57,0.0
2261,MIDI CC 10|58,0.0
2262,MIDI CC 10|59,0.0
2263,MIDI CC 10|60,0.0
2264,MIDI CC 10|61,0.0
2265,MIDI CC 10|62,0.0
2266,MIDI CC 10|63,0.0
2267,MIDI CC 10|64,0.0
2268,MIDI CC 10|65,0.0
2269,MIDI CC 10|66,0.0
2270,MIDI CC 10|67,0.0
2271,MIDI CC 10|68,0.0
2272,MIDI CC 10|69,0.0
2273,MIDI CC 10|70,0.0
2274,MIDI CC 10|71,0.0
2275,MIDI CC 10|72,0.0
2276,MIDI CC 10|73,0.0
2277,MIDI CC 10|74,0.0
2278,MIDI CC 10|75,0.0
2279,MIDI CC 10|76,0.0
2280,MIDI CC 10|77,0.0
2281,MIDI CC 10|78,0.0
2282,MIDI CC 10|79,0.0
2283,MIDI CC 10|80,0.0
2284,MIDI CC 10|81,0.0
2285,MIDI CC 10|82,0.0
2286,MIDI CC 10|83,0.0
2287,MIDI CC 10|84,0.0
2288,MIDI CC 10|85,0.0
2289,MIDI CC 10|86,0.0
2290,MIDI CC 10|87,0.0
2291,MIDI CC 10|88,0.0
2292,MIDI CC 10|89,0.0
2293,MIDI CC 10|90,0.0
2294,MIDI CC 10|91,0.0
2295,MIDI CC 10|92,0.0
2296,MIDI CC 10|93,0.0
2297,MIDI CC 10|94,0.0
2298,MIDI CC 10|95,0.0
2299,MIDI CC 10|96,0.0
2300,MIDI CC 10|97,0.0
2301,MIDI CC 10|98,0.0
2302,MIDI CC 10|99,0.0
2303,MIDI CC 10|100,0.0
2304,MIDI CC 10|101,0.0
2305,MIDI CC 10|102,0.0
2306,MIDI CC 10|103,0.0
2307,MIDI CC 10|104,0.0
2308,MIDI CC 10|105,0.0
2309,MIDI CC 10|106,0.0
2310,MIDI CC 10|107,0.0
2311,MIDI CC 10|108,0.0
2312,MIDI CC 10|109,0.0
